"X","Y"
-122.406970988225,37.7725273607571
-122.412469643631,37.7226585129212
-122.420874632415,37.7914943051906
-122.400748631911,37.7911776792224
-122.464251803826,37.7437557798783
-122.435150099812,37.7617597243598
-122.412930522059,37.7838344374141
-122.42666706177,37.7659871570237
-122.42666706177,37.7659871570237
-122.461139183524,37.7090849156407
-122.403434086745,37.78764305018
-122.417104895556,37.7743242867908
-122.403595293514,37.7276340992506
-122.40801449292,37.7859507767613
-122.418562097105,37.7841847091303
-122.426391018521,37.7336749150104
-122.402448598316,37.7686218429147
-122.432116233695,37.7800304351156
-122.431685672916,37.7316516314355
-122.400982778186,37.7576451938845
-122.415308388816,37.765316135635
-122.421118473704,37.7569011511725
-122.411979487494,37.7809039696758
-122.452619318946,37.7116873915892
-122.389471535682,37.7340319720999
-122.412845031536,37.7748170645635
-122.474899151688,37.7269905309861
-122.474899151688,37.7269905309861
-122.423891274444,37.7534626136883
-122.405395493939,37.7835100715421
-122.410157073911,37.7842973843312
-122.421970919029,37.7423752245255
-122.446285631005,37.7748707258015
-122.43031320592,37.7235771439045
-122.411071423064,37.7817511307229
-122.405178220847,37.80476375718
-122.432914603494,37.7843533426568
-122.394102624525,37.7763827130285
-122.401378067544,37.7892639310458
-122.41720963943,37.7900459017168
-122.409313111431,37.7843478513151
-122.420817675346,37.7544878225551
-122.45918156141,37.7856805680542
-122.404799424951,37.7944525389481
-122.42219944483,37.8064351103515
-122.390971734551,37.7340152180723
-122.466180771685,37.7621738188702
-122.406553700757,37.7658426354415
-122.419983447697,37.7682726763619
-122.435590528188,37.7805435736467
-122.412784096502,37.7848656939526
-122.403404791479,37.775420706711
-122.458369929336,37.7097257872629
-122.414936523079,37.725268585136
-122.404195424821,37.7912255174119
-122.408496298209,37.786296190453
-122.406481972743,37.7827317884887
-122.416791245836,37.7800446077933
-122.418338317697,37.7726641818375
-122.480606348865,37.7175185873081
-122.408231026261,37.787359494956
-122.413706517535,37.7814229318029
-122.413706517535,37.7814229318029
-122.432741536401,37.7918003261017
-122.410057563248,37.7286661299345
-122.40421085252,37.7808486964235
