"X","Y"
-122.41402726269,37.7718636177154
-122.451882643621,37.7191893908295
-122.427206305932,37.7811175256377
-122.434145789073,37.7335506131208
-122.407702556181,37.7996631693469
-122.413583483648,37.7770436202636
-122.441393701114,37.7717273141771
-122.414427932689,37.8054616189682
-122.458638758608,37.7671999403456
-122.441393701114,37.7717273141771
-122.4445955123,37.7750854088728
-122.430466314217,37.7607605605395
-122.41965834371,37.7642205603745
-122.420901749456,37.7649778918035
-122.420901749456,37.7649778918035
-122.435150099812,37.7617597243598
-122.418907110852,37.7752837951655
-122.418907110852,37.7752837951655
-122.418907110852,37.7752837951655
-122.481966197212,37.7353747086517
-122.37337604924,37.7297692117678
-122.37337604924,37.7297692117678
-122.403793259489,37.7823235897616
-122.391307417333,37.7209756888068
-122.401373322812,37.7380247163414
-122.405895369887,37.7867342184983
-122.412663134779,37.8006355477605
-122.408466556173,37.7807008318778
-122.446967778757,37.7387295833392
-122.393512077492,37.7317446899121
-122.397792391989,37.7898583812842
-122.419520367886,37.764228935718
-122.432713221166,37.7247236427972
-122.497182555586,37.7728947621254
-122.470359608661,37.7460753397163
-122.470359608661,37.7460753397163
-122.424104315404,37.7647828165893
-122.436049203586,37.7998412228823
-122.420084075242,37.7083109744591
-122.424266804162,37.759874484879
-122.391245623019,37.7332252032804
-122.391245623019,37.7332252032804
-122.421876488492,37.7640888944532
-122.392540509434,37.7858304240068
-122.40950430935,37.781526271747
-122.390971734551,37.7340152180723
-122.419017149992,37.7819360288727
-122.421441956086,37.7868516471087
-122.449783905432,37.7715082064403
-122.410157073911,37.7842973843312
-122.396653544153,37.763198917407
-122.41796448376,37.7586968166489
-122.415000536786,37.7620990020681
-122.452961989811,37.7810359803431
-122.403535460378,37.7878244847404
-122.442206804903,37.7653547015594
-122.408646942187,37.7981171266965
-122.417860754956,37.8055403898026
-122.411141948101,37.7850736197499
-122.398690638245,37.7439408639457
-122.402628717537,37.7239574980091
-122.506095097916,37.7358332474878
-122.407449023036,37.7693261108291
-122.481305019184,37.7474613181905
-122.390478529234,37.7327208838049
-122.390478529234,37.7327208838049
-122.412515341356,37.7804777480508
-122.408913229808,37.7812116507663
-122.409696355558,37.7817540588712
-122.435150099812,37.7617597243598
-122.420607225531,37.7862064515088
-122.419515708406,37.7634292328496
-122.410963156105,37.730832095589
-122.435172638973,37.7472715380982
-122.416075285051,37.7844496612791
-122.439480772242,37.7833088100846
-122.408068345148,37.7839916768161
-122.421195221815,37.7847536577561
-122.435355535172,37.7637627498839
-122.424688703591,37.7853339640306
-122.410157073911,37.7842973843312
-122.459851001048,37.7281704525552
-122.47114555295,37.7638796121694
-122.407430209185,37.7638215023633
-122.445135646356,37.7113230117572
-122.44144545659,37.753213275838
-122.411979487494,37.7809039696758
-122.411979487494,37.7809039696758
-122.407877117352,37.7803875013555
-122.407816998234,37.7677012635524
-122.40401016819,37.7887938987614
-122.397744427103,37.7299346936044
-122.397744427103,37.7299346936044
-122.410718060304,37.7789597633583
-122.423658369809,37.8052850926566
-122.405390147407,37.7892300197983
-122.418111096758,37.8070199998601
-122.420212775999,37.7839789136387
-122.431317361829,37.7177100723952
-122.406539115148,37.7564864109309
-122.4450855372,37.7089002573584
-122.447497699759,37.7727905081944
-122.438695075365,37.7196920262929
-122.408648588965,37.7849124714135
-122.409791662293,37.7985083480435
-122.3938439729,37.7953080071145
-122.418844748098,37.7898297669592
-122.419204616531,37.7281878099119
-122.411903135776,37.7534181025184
-122.406690592261,37.7852071918419
-122.414406029855,37.7841907151119
-122.414406029855,37.7841907151119
-122.436507039587,37.7978600474455
-122.415594164774,37.8068100584216
-122.409445484488,37.789173205941
-122.418480564808,37.775898446204
-122.420691680792,37.7905770710537
-122.420691680792,37.7905770710537
-122.403404791479,37.775420706711
-122.411987643595,37.7850226622786
-122.412907007898,37.7895783628974
-122.392347671978,37.7890603555993
-122.455053673215,37.7209597725258
-122.409011206639,37.7811340568243
-122.410157073911,37.7842973843312
-122.387462393411,37.7475593006487
-122.408040474858,37.7864094033618
-122.426118705944,37.7635158382169
-122.441342986493,37.8006581362894
-122.429850411503,37.7779180624996
-122.43439023403,37.765848037503
-122.389877486888,37.7367416338184
-122.406977563692,37.789918101686
-122.415448759562,37.778293520129
-122.482480961268,37.7633237012278
-122.418580508889,37.7881906054546
-122.409065690706,37.773248092065
-122.431268066985,37.7719465066457
-122.476826817614,37.7756966442139
-122.421387229832,37.793700947263
-122.393038835144,37.7182677028816
-122.47000800007,37.7554018489917
-122.458290531535,37.7811656530832
-122.403404791479,37.775420706711
-122.407633520742,37.7841893501425
-122.435769968101,37.7942140503784
-122.43340738035,37.7992089703227
-122.404685158341,37.7942457593856
-122.403404791479,37.775420706711
-122.422253299565,37.7940917260344
-122.41029351969,37.7822305870036
-122.415654629547,37.7864672409674
-122.474961434176,37.7256901689017
-122.403104571775,37.7264333788753
-122.403404791479,37.775420706711
-122.493997393675,37.781656621504
-122.398153839994,37.7334036549102
-122.41506687647,37.7835634796332
-122.40033450691,37.7950135264428
-122.410774214375,37.8084350175869
-122.42747295585,37.7736797642734
-122.412056242405,37.7609899089142
-122.419520367886,37.764228935718
-122.40809943667,37.7953991562138
-122.485424200821,37.7820543982867
-122.412826648024,37.772811562575
-122.421118473704,37.7569011511725
-122.432551414901,37.7703856416755
-122.477129085936,37.7191006702792
-122.41965834371,37.7642205603745
-122.422667886722,37.7665569549171
-122.421720672696,37.7914446364385
-122.431579212515,37.7262214019626
-122.394333134122,37.7652223955694
-122.410135236377,37.7841889075267
-122.468893367579,37.714257207694
-122.443311949602,37.7704697548539
-122.443311949602,37.7704697548539
-122.408890252742,37.7843467613273
-122.413609328985,37.784696907904
-122.413609328985,37.784696907904
-122.420222385251,37.769554034555
-122.407633520742,37.7841893501425
-122.406958660602,37.789434763004
-122.421738508476,37.7640972229024
-122.421738508476,37.7640972229024
-122.400799927468,37.7183839572394
-122.387586780756,37.7502652918644
-122.423356925403,37.7686357546846
-122.510225749052,37.7672442209616
-122.409055191364,37.7871979591062
-122.409055191364,37.7871979591062
-122.433224696604,37.7662659815203
-122.424251976012,37.7872870352478
-122.412930522059,37.7838344374141
-122.492903087989,37.7749629647565
-122.419609427562,37.7761348421429
-122.412054141237,37.7816136403158
-122.405359371753,37.7859774761625
-122.434121356001,37.7860330497327
-122.403404791479,37.775420706711
-122.403390364796,37.7802655777189
-122.457016163474,37.7812163786666
-122.416893710739,37.7842860480389
-122.475834301218,37.743962321829
-122.407877787733,37.7859680076775
-122.510339992198,37.7640000597982
-122.419126295342,37.7869849580362
-122.42189877187,37.7379500847076
-122.411626152299,37.7785895740312
-122.40706775926,37.7606618802723
-122.392379661468,37.7303863717611
-122.391123330909,37.788701419785
-122.423483085497,37.7571585282815
-122.408384275542,37.7878271137225
-122.403404791479,37.775420706711
-122.416293820935,37.777493677735
-122.416293820935,37.777493677735
-122.423445847258,37.7591582536308
-122.420691680792,37.7905770710537
-122.405065483077,37.7980134745487
-122.435002864298,37.7608878061194
-122.408496298209,37.786296190453
-122.408496298209,37.786296190453
-122.438701348232,37.8004498859761
-122.449328648219,37.7677738874748
-122.45353456066,37.7691662978052
-122.464859528476,37.7143452864077
-122.432198022433,37.7651107322703
-122.419308328755,37.7554560834882
-122.390858609124,37.779096360374
-122.442678874433,37.7706061352855
-122.404277568186,37.7879185264229
-122.40546657618,37.7646048756593
-122.418338317697,37.7726641818375
-122.410519781929,37.752766726673
-122.507408570159,37.7584339820446
-122.410519781929,37.752766726673
-122.419858465007,37.7627429027065
-122.415618823722,37.8072756032801
-122.397201937993,37.7535351242762
-122.412190122464,37.7550119658043
-122.479786097626,37.7850330142834
-122.477050196121,37.7607401048069
-122.403404791479,37.775420706711
-122.386452097316,37.7111618712449
-122.386452097316,37.7111618712449
-122.487479226936,37.741576771929
-122.390971734551,37.7340152180723
-122.421949487547,37.7884881521135
-122.404869009565,37.7479073004814
-122.440943612248,37.7817752404791
-122.441393701114,37.7717273141771
-122.415694922134,37.7825851968467
-122.396211154038,37.790761361966
-122.389774683064,37.735226586208
-122.406831986427,37.7969028838908
-122.419520367886,37.764228935718
-122.441095150389,37.7954789408472
-122.444846841766,37.7683459034253
-122.404752558962,37.7672561981064
-122.49761402653,37.7645433165084
-122.419671780296,37.7650501214668
-122.402571216964,37.7641259075201
-122.416489414289,37.803594011382
-122.389849114797,37.7304741509374
-122.397744427103,37.7299346936044
-122.397744427103,37.7299346936044
-122.400799947914,37.7799338672319
-122.414317857881,37.7799444052046
-122.414317857881,37.7799444052046
-122.378268018481,37.7323807302226
-122.453702980691,37.7817840733425
-122.391468771522,37.7192685809366
-122.403404791479,37.775420706711
-122.426036566526,37.759419804663
-122.409256096494,37.788239899778
-122.415629332446,37.757232227914
-122.421624611377,37.7359058118447
-122.422586141904,37.7720472598025
-122.400593259668,37.7876024687437
-122.413250370402,37.7525005885994
-122.440053582454,37.7780666635823
-122.419817175318,37.7405716606366
-122.41720963943,37.7900459017168
-122.400659745592,37.7418540606461
-122.431920661893,37.7918478124601
-122.403404791479,37.775420706711
-122.401833062479,37.7890397716649
-122.42815115473,37.7815325510309
-122.38435769838,37.7324996437285
-122.405395493939,37.7835100715421
-122.464279879446,37.7800332991006
-122.409651929606,37.7618425835532
-122.413564091744,37.779514030063
-122.409696355558,37.7817540588712
